"Selection: tournament_selection | Crossover: pmx_crossover | Mutation: preserve_best_slots_mutation"
"[1.2304114749348014, 1.275585337583309, 1.3877470298464214, 1.4222022602144304, 1.4431454650825848, 1.4431454650825848, 1.4431454650825848, 1.4431454650825848, 1.4431454650825848, 1.4550594030715733, 1.4550594030715733, 1.4550594030715733, 1.4550594030715733, 1.4550594030715733, 1.4550594030715733, 1.483630831643002, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5500594030715733, 1.5522022602144305, 1.5629165459287164, 1.5629165459287164, 1.5879165459287161, 1.5879165459287161, 1.5879165459287161, 1.5943451173572876, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735, 1.5950594030715735]"
