generation,run,fitness,strategy
1,2,1.2678701825557808,Normal
2,2,1.2684468270066644,Normal
3,2,1.2891611127209504,Normal
4,2,1.334266879165459,Normal
5,2,1.334266879165459,Normal
6,2,1.3566618371486525,Normal
7,2,1.3566618371486525,Normal
8,2,1.3879571138800348,Normal
9,2,1.4282874529121994,Normal
10,2,1.4507505070993916,Normal
11,2,1.4507505070993916,Normal
12,2,1.4877195015937408,Normal
13,2,1.4984019124891335,Normal
14,2,1.4984019124891335,Normal
15,2,1.5212909301651694,Normal
16,2,1.526519849319038,Normal
17,2,1.5305447696319907,Normal
18,2,1.5605447696319907,Normal
19,2,1.5605447696319907,Normal
20,2,1.5641161982034193,Normal
21,2,1.5893451173572877,Normal
22,2,1.5893451173572877,Normal
23,2,1.5929165459287162,Normal
24,2,1.6022022602144306,Normal
25,2,1.6022022602144306,Normal
26,2,1.6193451173572875,Normal
27,2,1.6193451173572875,Normal
28,2,1.6193451173572875,Normal
29,2,1.6193451173572875,Normal
30,2,1.6193451173572875,Normal
31,2,1.6193451173572875,Normal
32,2,1.6193451173572875,Normal
33,2,1.6193451173572875,Normal
34,2,1.6193451173572875,Normal
35,2,1.6193451173572875,Normal
36,2,1.6193451173572875,Normal
37,2,1.6193451173572875,Normal
38,2,1.6193451173572875,Normal
39,2,1.6193451173572875,Normal
40,2,1.6193451173572875,Normal
41,2,1.6193451173572875,Normal
42,2,1.6193451173572875,Normal
43,2,1.6193451173572875,Normal
44,2,1.6193451173572875,Normal
45,2,1.6193451173572875,Normal
46,2,1.6300594030715732,Normal
47,2,1.6300594030715732,Normal
48,2,1.6300594030715732,Normal
49,2,1.6300594030715732,Normal
50,2,1.6300594030715732,Normal
51,2,1.6300594030715732,Normal
52,2,1.6300594030715732,Normal
53,2,1.6300594030715732,Normal
54,2,1.6300594030715732,Normal
55,2,1.6300594030715732,Normal
56,2,1.6300594030715732,Normal
57,2,1.6300594030715732,Normal
58,2,1.6300594030715732,Normal
59,2,1.6300594030715732,Normal
60,2,1.6300594030715732,Normal
61,2,1.6300594030715732,Normal
62,2,1.6300594030715732,Normal
63,2,1.6300594030715732,Normal
64,2,1.6300594030715732,Normal
65,2,1.6300594030715732,Normal
66,2,1.6300594030715732,Normal
67,2,1.6300594030715732,Normal
68,2,1.6300594030715732,Normal
69,2,1.6300594030715732,Normal
70,2,1.6300594030715732,Normal
71,2,1.6300594030715732,Normal
72,2,1.6300594030715732,Normal
73,2,1.6300594030715732,Normal
74,2,1.6307736887858593,Normal
75,2,1.6307736887858593,Normal
76,2,1.6307736887858593,Normal
77,2,1.6386308316430018,Normal
78,2,1.6386308316430018,Normal
79,2,1.6386308316430018,Normal
80,2,1.6386308316430018,Normal
81,2,1.6386308316430018,Normal
82,2,1.6386308316430018,Normal
83,2,1.6386308316430018,Normal
84,2,1.6386308316430018,Normal
85,2,1.6386308316430018,Normal
86,2,1.6386308316430018,Normal
87,2,1.6386308316430018,Normal
88,2,1.6386308316430018,Normal
89,2,1.6386308316430018,Normal
90,2,1.6386308316430018,Normal
91,2,1.6386308316430018,Normal
92,2,1.6386308316430018,Normal
93,2,1.6386308316430018,Normal
94,2,1.6386308316430018,Normal
95,2,1.6386308316430018,Normal
96,2,1.6386308316430018,Normal
97,2,1.6386308316430018,Normal
98,2,1.6386308316430018,Normal
99,2,1.6386308316430018,Normal
0,3,1.2425224572587656,Normal
1,3,1.3001231527093595,Normal
2,3,1.3310938858301942,Normal
3,3,1.3312039988409157,Normal
4,3,1.3685163720660678,Normal
5,3,1.3966299623297596,Normal
6,3,1.3983149811648796,Normal
7,3,1.412087800637496,Normal
8,3,1.4340611416980584,Normal
9,3,1.4376644450883802,Normal
10,3,1.465691104027818,Normal
11,3,1.465691104027818,Normal
12,3,1.465691104027818,Normal
13,3,1.5475731671979136,Normal
14,3,1.556144595769342,Normal
15,3,1.556144595769342,Normal
16,3,1.556144595769342,Normal
17,3,1.556144595769342,Normal
18,3,1.556144595769342,Normal
19,3,1.556144595769342,Normal
20,3,1.556144595769342,Normal
21,3,1.556144595769342,Normal
22,3,1.5725731671979135,Normal
23,3,1.5725731671979135,Normal
24,3,1.5754303100550564,Normal
25,3,1.5797160243407706,Normal
26,3,1.5818588814836279,Normal
27,3,1.5847160243407705,Normal
28,3,1.5847160243407705,Normal
29,3,1.5847160243407705,Normal
30,3,1.5847160243407705,Normal
31,3,1.586144595769342,Normal
32,3,1.586144595769342,Normal
33,3,1.586144595769342,Normal
34,3,1.5862865835989568,Normal
35,3,1.5862865835989568,Normal
36,3,1.5862865835989568,Normal
37,3,1.5862865835989568,Normal
38,3,1.5862865835989568,Normal
39,3,1.5862865835989568,Normal
40,3,1.5862865835989568,Normal
41,3,1.5862865835989568,Normal
42,3,1.5862865835989568,Normal
43,3,1.5862865835989568,Normal
44,3,1.5862865835989568,Normal
45,3,1.5862865835989568,Normal
46,3,1.5862865835989568,Normal
47,3,1.6020008693132426,Normal
48,3,1.6020008693132426,Normal
49,3,1.6020008693132426,Normal
50,3,1.6020008693132426,Normal
51,3,1.618429440741814,Normal
52,3,1.633429440741814,Normal
53,3,1.633429440741814,Normal
54,3,1.633429440741814,Normal
55,3,1.633429440741814,Normal
56,3,1.633429440741814,Normal
57,3,1.633429440741814,Normal
58,3,1.633429440741814,Normal
59,3,1.633429440741814,Normal
60,3,1.633429440741814,Normal
61,3,1.633429440741814,Normal
62,3,1.633429440741814,Normal
63,3,1.633429440741814,Normal
64,3,1.633429440741814,Normal
65,3,1.633429440741814,Normal
66,3,1.6391437264560997,Normal
67,3,1.6391437264560997,Normal
68,3,1.6391437264560997,Normal
69,3,1.6391437264560997,Normal
70,3,1.6391437264560997,Normal
71,3,1.6391437264560997,Normal
72,3,1.6391437264560997,Normal
73,3,1.6391437264560997,Normal
74,3,1.6391437264560997,Normal
75,3,1.6391437264560997,Normal
76,3,1.6391437264560997,Normal
77,3,1.6391437264560997,Normal
78,3,1.6391437264560997,Normal
79,3,1.6391437264560997,Normal
80,3,1.6391437264560997,Normal
81,3,1.6391437264560997,Normal
82,3,1.6391437264560997,Normal
83,3,1.6391437264560997,Normal
84,3,1.6391437264560997,Normal
85,3,1.6391437264560997,Normal
86,3,1.6391437264560997,Normal
87,3,1.6391437264560997,Normal
88,3,1.6391437264560997,Normal
89,3,1.6391437264560997,Normal
90,3,1.6391437264560997,Normal
91,3,1.6391437264560997,Normal
92,3,1.6391437264560997,Normal
93,3,1.6391437264560997,Normal
94,3,1.6391437264560997,Normal
95,3,1.6391437264560997,Normal
96,3,1.6420008693132426,Normal
97,3,1.6420008693132426,Normal
98,3,1.6420008693132426,Normal
99,3,1.6420008693132426,Normal
0,4,1.3124036511156185,Normal
1,4,1.3646609678354102,Normal
2,4,1.3646609678354102,Normal
3,4,1.3974036511156185,Normal
4,4,1.412545638945233,Normal
5,4,1.4392306577803533,Normal
6,4,1.502802086351782,Normal
7,4,1.502802086351782,Normal
8,4,1.5135163720660678,Normal
9,4,1.5135163720660678,Normal
10,4,1.5135163720660678,Normal
11,4,1.5428020863517822,Normal
12,4,1.5428020863517822,Normal
13,4,1.5642306577803535,Normal
14,4,1.5642306577803535,Normal
15,4,1.5935163720660677,Normal
16,4,1.5999449434946391,Normal
17,4,1.6092306577803535,Normal
18,4,1.6106592292089248,Normal
19,4,1.617802086351782,Normal
20,4,1.617802086351782,Normal
21,4,1.617802086351782,Normal
22,4,1.6185163720660678,Normal
23,4,1.6185163720660678,Normal
24,4,1.6185163720660678,Normal
25,4,1.6185163720660678,Normal
26,4,1.6185163720660678,Normal
27,4,1.6192306577803535,Normal
28,4,1.6192306577803535,Normal
29,4,1.6192306577803535,Normal
30,4,1.6192306577803535,Normal
31,4,1.6192306577803535,Normal
32,4,1.6192306577803535,Normal
33,4,1.6192306577803535,Normal
34,4,1.6192306577803535,Normal
35,4,1.632802086351782,Normal
36,4,1.632802086351782,Normal
37,4,1.632802086351782,Normal
38,4,1.632802086351782,Normal
39,4,1.632802086351782,Normal
40,4,1.632802086351782,Normal
41,4,1.632802086351782,Normal
42,4,1.632802086351782,Normal
43,4,1.632802086351782,Normal
44,4,1.632802086351782,Normal
45,4,1.632802086351782,Normal
46,4,1.632802086351782,Normal
47,4,1.632802086351782,Normal
48,4,1.632802086351782,Normal
49,4,1.632802086351782,Normal
50,4,1.632802086351782,Normal
51,4,1.632802086351782,Normal
52,4,1.632802086351782,Normal
53,4,1.632802086351782,Normal
54,4,1.6513735149232105,Normal
55,4,1.6513735149232105,Normal
56,4,1.6513735149232105,Normal
57,4,1.6513735149232105,Normal
58,4,1.6513735149232105,Normal
59,4,1.6513735149232105,Normal
60,4,1.6513735149232105,Normal
61,4,1.6513735149232105,Normal
62,4,1.6513735149232105,Normal
63,4,1.6513735149232105,Normal
64,4,1.6513735149232105,Normal
65,4,1.6513735149232105,Normal
66,4,1.6513735149232105,Normal
67,4,1.6513735149232105,Normal
68,4,1.6513735149232105,Normal
69,4,1.6513735149232105,Normal
70,4,1.6513735149232105,Normal
71,4,1.6513735149232105,Normal
72,4,1.6513735149232105,Normal
73,4,1.6513735149232105,Normal
74,4,1.6513735149232105,Normal
75,4,1.6513735149232105,Normal
76,4,1.6513735149232105,Normal
77,4,1.6513735149232105,Normal
78,4,1.6513735149232105,Normal
79,4,1.6513735149232105,Normal
80,4,1.6513735149232105,Normal
81,4,1.6513735149232105,Normal
82,4,1.6513735149232105,Normal
83,4,1.6620878006374964,Normal
84,4,1.6642306577803534,Normal
85,4,1.6642306577803534,Normal
86,4,1.6642306577803534,Normal
87,4,1.6642306577803534,Normal
88,4,1.6642306577803534,Normal
89,4,1.6642306577803534,Normal
90,4,1.6642306577803534,Normal
91,4,1.6642306577803534,Normal
92,4,1.6642306577803534,Normal
93,4,1.6670878006374963,Normal
94,4,1.6670878006374963,Normal
95,4,1.6670878006374963,Normal
96,4,1.6670878006374963,Normal
97,4,1.6670878006374963,Normal
98,4,1.6670878006374963,Normal
99,4,1.6670878006374963,Normal
0,5,1.234523326572008,Normal
1,5,1.2980078238191826,Normal
2,5,1.2980078238191826,Normal
3,5,1.3468356997971602,Normal
4,5,1.3815792523906112,Normal
5,5,1.3815792523906112,Normal
6,5,1.4160895392639814,Normal
7,5,1.4160895392639814,Normal
8,5,1.43015068096204,Normal
9,5,1.4510895392639813,Normal
10,5,1.4510895392639813,Normal
11,5,1.47966096783541,Normal
12,5,1.5053752535496958,Normal
13,5,1.5053752535496958,Normal
14,5,1.507518110692553,Normal
15,5,1.5232323964068386,Normal
16,5,1.5268038249782674,Normal
17,5,1.542518110692553,Normal
18,5,1.542518110692553,Normal
19,5,1.542518110692553,Normal
20,5,1.5427745580991017,Normal
21,5,1.5427745580991017,Normal
22,5,1.5427745580991017,Normal
23,5,1.5427745580991017,Normal
24,5,1.5427745580991017,Normal
25,5,1.5427745580991017,Normal
26,5,1.5427745580991017,Normal
27,5,1.5722022602144303,Normal
28,5,1.578630831643002,Normal
29,5,1.6043451173572876,Normal
30,5,1.6043451173572876,Normal
31,5,1.6043451173572876,Normal
32,5,1.6043451173572876,Normal
33,5,1.6043451173572876,Normal
34,5,1.6043451173572876,Normal
35,5,1.6043451173572876,Normal
36,5,1.6043451173572876,Normal
37,5,1.6043451173572876,Normal
38,5,1.6043451173572876,Normal
39,5,1.6043451173572876,Normal
40,5,1.6043451173572876,Normal
41,5,1.6043451173572876,Normal
42,5,1.6043451173572876,Normal
43,5,1.6043451173572876,Normal
44,5,1.6043451173572876,Normal
45,5,1.6043451173572876,Normal
46,5,1.6043451173572876,Normal
47,5,1.6043451173572876,Normal
48,5,1.6043451173572876,Normal
49,5,1.6043451173572876,Normal
50,5,1.6043451173572876,Normal
51,5,1.6043451173572876,Normal
52,5,1.6043451173572876,Normal
53,5,1.6043451173572876,Normal
54,5,1.6043451173572876,Normal
55,5,1.6043451173572876,Normal
56,5,1.6043451173572876,Normal
57,5,1.6043451173572876,Normal
58,5,1.6193451173572875,Normal
59,5,1.6193451173572875,Normal
60,5,1.6193451173572875,Normal
61,5,1.6193451173572875,Normal
62,5,1.6193451173572875,Normal
63,5,1.6193451173572875,Normal
64,5,1.6193451173572875,Normal
65,5,1.6193451173572875,Normal
66,5,1.6193451173572875,Normal
67,5,1.6193451173572875,Normal
68,5,1.6193451173572875,Normal
69,5,1.6193451173572875,Normal
70,5,1.6193451173572875,Normal
71,5,1.6193451173572875,Normal
72,5,1.6193451173572875,Normal
73,5,1.6193451173572875,Normal
74,5,1.6193451173572875,Normal
75,5,1.6257736887858592,Normal
76,5,1.6257736887858592,Normal
77,5,1.6257736887858592,Normal
78,5,1.6257736887858592,Normal
79,5,1.6257736887858592,Normal
80,5,1.6257736887858592,Normal
81,5,1.6257736887858592,Normal
82,5,1.6257736887858592,Normal
83,5,1.6257736887858592,Normal
84,5,1.6257736887858592,Normal
85,5,1.6257736887858592,Normal
86,5,1.6257736887858592,Normal
87,5,1.6257736887858592,Normal
88,5,1.6257736887858592,Normal
89,5,1.6257736887858592,Normal
90,5,1.6257736887858592,Normal
91,5,1.6257736887858592,Normal
92,5,1.6257736887858592,Normal
93,5,1.6257736887858592,Normal
94,5,1.6257736887858592,Normal
95,5,1.6257736887858592,Normal
96,5,1.6257736887858592,Normal
97,5,1.6257736887858592,Normal
98,5,1.6257736887858592,Normal
99,5,1.6257736887858592,Normal
0,6,1.3121196754563895,Normal
1,6,1.3121196754563895,Normal
2,6,1.3243175891046075,Normal
3,6,1.3764604462474646,Normal
4,6,1.3764604462474646,Normal
5,6,1.4207461605331788,Normal
6,6,1.4207461605331788,Normal
7,6,1.4306911040278179,Normal
8,6,1.4633468559837728,Normal
9,6,1.4633468559837728,Normal
10,6,1.4812039988409156,Normal
11,6,1.4853752535496956,Normal
12,6,1.5026325702694872,Normal
13,6,1.5026325702694872,Normal
14,6,1.5354303100550564,Normal
15,6,1.5382874529121993,Normal
16,6,1.5382874529121993,Normal
17,6,1.561144595769342,Normal
18,6,1.561144595769342,Normal
19,6,1.561144595769342,Normal
20,6,1.561144595769342,Normal
21,6,1.561144595769342,Normal
22,6,1.561144595769342,Normal
23,6,1.561144595769342,Normal
24,6,1.561144595769342,Normal
25,6,1.561144595769342,Normal
26,6,1.561144595769342,Normal
27,6,1.5711445957693424,Normal
28,6,1.5711445957693424,Normal
29,6,1.5711445957693424,Normal
30,6,1.581858881483628,Normal
31,6,1.5904303100550568,Normal
32,6,1.5904303100550568,Normal
33,6,1.5904303100550568,Normal
34,6,1.5904303100550568,Normal
35,6,1.5904303100550568,Normal
36,6,1.5904303100550568,Normal
37,6,1.5904303100550568,Normal
38,6,1.5904303100550568,Normal
39,6,1.5904303100550568,Normal
40,6,1.5904303100550568,Normal
41,6,1.5904303100550568,Normal
42,6,1.5904303100550568,Normal
43,6,1.5904303100550568,Normal
44,6,1.6061445957693423,Normal
45,6,1.6061445957693423,Normal
46,6,1.6061445957693423,Normal
47,6,1.6061445957693423,Normal
48,6,1.6061445957693423,Normal
49,6,1.6061445957693423,Normal
50,6,1.6061445957693423,Normal
51,6,1.6061445957693423,Normal
52,6,1.6061445957693423,Normal
53,6,1.6061445957693423,Normal
54,6,1.6061445957693423,Normal
55,6,1.6061445957693423,Normal
56,6,1.6061445957693423,Normal
57,6,1.6061445957693423,Normal
58,6,1.6061445957693423,Normal
59,6,1.6061445957693423,Normal
60,6,1.6061445957693423,Normal
61,6,1.6061445957693423,Normal
62,6,1.6061445957693423,Normal
63,6,1.6061445957693423,Normal
64,6,1.6061445957693423,Normal
65,6,1.6061445957693423,Normal
66,6,1.6061445957693423,Normal
67,6,1.6061445957693423,Normal
68,6,1.6061445957693423,Normal
69,6,1.6061445957693423,Normal
70,6,1.6061445957693423,Normal
71,6,1.6061445957693423,Normal
72,6,1.6061445957693423,Normal
73,6,1.6061445957693423,Normal
74,6,1.6061445957693423,Normal
75,6,1.6061445957693423,Normal
76,6,1.6061445957693423,Normal
77,6,1.6061445957693423,Normal
78,6,1.6061445957693423,Normal
79,6,1.6061445957693423,Normal
80,6,1.6061445957693423,Normal
81,6,1.6061445957693423,Normal
82,6,1.6061445957693423,Normal
83,6,1.6061445957693423,Normal
84,6,1.6061445957693423,Normal
85,6,1.6061445957693423,Normal
86,6,1.6061445957693423,Normal
87,6,1.6061445957693423,Normal
88,6,1.6061445957693423,Normal
89,6,1.6061445957693423,Normal
90,6,1.6061445957693423,Normal
91,6,1.6061445957693423,Normal
92,6,1.6061445957693423,Normal
93,6,1.6061445957693423,Normal
94,6,1.6061445957693423,Normal
95,6,1.6061445957693423,Normal
96,6,1.6061445957693423,Normal
97,6,1.6061445957693423,Normal
98,6,1.6061445957693423,Normal
99,6,1.6061445957693423,Normal
0,7,1.256098232396407,Normal
1,7,1.2976093885830196,Normal
2,7,1.317376122862938,Normal
3,7,1.365521587945523,Normal
4,7,1.3719501593740944,Normal
5,7,1.3719501593740944,Normal
6,7,1.3762358736598088,Normal
7,7,1.3762358736598088,Normal
8,7,1.4116618371486527,Normal
9,7,1.4119501593740942,Normal
10,7,1.4138046942915097,Normal
11,7,1.4446334395827296,Normal
12,7,1.450233265720081,Normal
13,7,1.504862358736598,Normal
14,7,1.504862358736598,Normal
15,7,1.5089785569400176,Normal
16,7,1.5089785569400176,Normal
17,7,1.5355766444508838,Normal
18,7,1.5355766444508838,Normal
19,7,1.5355766444508838,Normal
20,7,1.5434337873080266,Normal
21,7,1.5470052158794552,Normal
22,7,1.5470052158794552,Normal
23,7,1.5614329179947841,Normal
24,7,1.5621472037090698,Normal
25,7,1.5621472037090698,Normal
26,7,1.5655766444508838,Normal
27,7,1.5655766444508838,Normal
28,7,1.5655766444508838,Normal
29,7,1.5655766444508838,Normal
30,7,1.5655766444508838,Normal
31,7,1.592719501593741,Normal
32,7,1.592719501593741,Normal
33,7,1.592719501593741,Normal
34,7,1.592719501593741,Normal
35,7,1.592719501593741,Normal
36,7,1.5941480730223123,Normal
37,7,1.6005766444508838,Normal
38,7,1.6005766444508838,Normal
39,7,1.6005766444508838,Normal
40,7,1.6005766444508838,Normal
41,7,1.6022616632860038,Normal
42,7,1.6022616632860038,Normal
43,7,1.6022616632860038,Normal
44,7,1.6022616632860038,Normal
45,7,1.6022616632860038,Normal
46,7,1.6058330918574324,Normal
47,7,1.6058330918574324,Normal
48,7,1.6058330918574324,Normal
49,7,1.6058330918574324,Normal
50,7,1.6058330918574324,Normal
51,7,1.6058330918574324,Normal
52,7,1.6058330918574324,Normal
53,7,1.6058330918574324,Normal
54,7,1.6058330918574324,Normal
55,7,1.6058330918574324,Normal
56,7,1.6058330918574324,Normal
57,7,1.6136902347145754,Normal
58,7,1.6136902347145754,Normal
59,7,1.6136902347145754,Normal
60,7,1.6136902347145754,Normal
61,7,1.6136902347145754,Normal
62,7,1.6136902347145754,Normal
63,7,1.6136902347145754,Normal
64,7,1.6136902347145754,Normal
65,7,1.6136902347145754,Normal
66,7,1.6136902347145754,Normal
67,7,1.6136902347145754,Normal
68,7,1.6189466821211245,Normal
69,7,1.6189466821211245,Normal
70,7,1.6189466821211245,Normal
71,7,1.6189466821211245,Normal
72,7,1.6189466821211245,Normal
73,7,1.6189466821211245,Normal
74,7,1.6189466821211245,Normal
75,7,1.6189466821211245,Normal
76,7,1.6189466821211245,Normal
77,7,1.6189466821211245,Normal
78,7,1.6189466821211245,Normal
79,7,1.6189466821211245,Normal
80,7,1.6189466821211245,Normal
81,7,1.6189466821211245,Normal
82,7,1.6189466821211245,Normal
83,7,1.6189466821211245,Normal
84,7,1.6189466821211245,Normal
85,7,1.6189466821211245,Normal
86,7,1.6189466821211245,Normal
87,7,1.6189466821211245,Normal
88,7,1.6189466821211245,Normal
89,7,1.6189466821211245,Normal
90,7,1.6189466821211245,Normal
91,7,1.6189466821211245,Normal
92,7,1.6189466821211245,Normal
93,7,1.6189466821211245,Normal
94,7,1.6189466821211245,Normal
95,7,1.6189466821211245,Normal
96,7,1.6189466821211245,Normal
97,7,1.6189466821211245,Normal
98,7,1.6189466821211245,Normal
99,7,1.6189466821211245,Normal
0,8,1.3789785569400173,Normal
1,8,1.3789785569400173,Normal
2,8,1.3789785569400173,Normal
3,8,1.4237728194726165,Normal
4,8,1.4237728194726165,Normal
5,8,1.4604303100550564,Normal
6,8,1.514001738626485,Normal
7,8,1.514001738626485,Normal
8,8,1.525659229208925,Normal
9,8,1.525659229208925,Normal
10,8,1.534345117357288,Normal
11,8,1.5511445957693422,Normal
12,8,1.5511445957693422,Normal
13,8,1.5511445957693422,Normal
14,8,1.5511445957693422,Normal
15,8,1.5511445957693422,Normal
16,8,1.5582874529121993,Normal
17,8,1.5582874529121993,Normal
18,8,1.5582874529121993,Normal
19,8,1.5582874529121993,Normal
20,8,1.5668588814836277,Normal
21,8,1.5668588814836277,Normal
22,8,1.5740017386264853,Normal
23,8,1.5740017386264853,Normal
24,8,1.5854303100550566,Normal
25,8,1.5854303100550566,Normal
26,8,1.5854303100550566,Normal
