,Selection,Crossover,Mutation,Run,Gens_Best_Fitness
56,fitness_proportionate_selection,pmx_crossover,scramble_mutation,27,"[1.2307823819182846, 1.3117255867864386, 1.3117255867864386, 1.3117255867864386, 1.334578383077369, 1.334578383077369, 1.334578383077369, 1.334578383077369, 1.3385482468849608, 1.3385482468849608, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3758330918574326, 1.3951188061431468, 1.3951188061431468, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.440118806143147, 1.4440611416980582, 1.4440611416980582, 1.4440611416980582, 1.4440611416980582, 1.4440611416980582, 1.4440611416980582, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587, 1.4540611416980587]"
57,fitness_proportionate_selection,pmx_crossover,scramble_mutation,28,"[1.266011301072153, 1.266011301072153, 1.2920646189510285, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.3795827296435816, 1.4251188061431468, 1.4251188061431468, 1.4251188061431468, 1.4251188061431468, 1.4251188061431468, 1.4251188061431468, 1.4251188061431468, 1.4251188061431468, 1.433259924659519, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.510572297884671, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.514372645609968, 1.5150869313242539, 1.5200869313242538, 1.5200869313242538, 1.5200869313242538, 1.5200869313242538, 1.5200869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538, 1.5300869313242538]"
58,fitness_proportionate_selection,pmx_crossover,scramble_mutation,29,"[1.3568632280498405, 1.3568632280498405, 1.3568632280498405, 1.3568632280498405, 1.3568632280498405, 1.3568632280498405, 1.3568632280498405, 1.386602434077079, 1.386602434077079, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4151738626485075, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4205447696319906, 1.4812590553462766, 1.507687626774848, 1.507687626774848, 1.507687626774848, 1.507687626774848, 1.507687626774848, 1.507687626774848, 1.507687626774848, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763, 1.5162590553462763]"
59,fitness_proportionate_selection,pmx_crossover,scramble_mutation,30,"[1.204303100550565, 1.2517574616053315, 1.2635525934511733, 1.2635525934511733, 1.2749811648797449, 1.2820139090118805, 1.2877238481599536, 1.2877238481599536, 1.2877238481599536, 1.2877238481599536, 1.298378730802666, 1.298378730802666, 1.3459518980005793, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3793494639235004, 1.3834062590553462, 1.3834062590553462, 1.3834062590553462, 1.3834062590553462, 1.3834062590553462, 1.3834062590553462, 1.3834062590553462, 1.4056592292089247, 1.4056592292089247, 1.4056592292089247, 1.4056592292089247, 1.4186902347145756, 1.4186902347145756, 1.4186902347145756, 1.4186902347145756, 1.4186902347145756, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.434459576934222, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382, 1.4523761228629382]"
60,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,1,"[1.2403201970443347, 1.2403201970443347, 1.2403201970443347, 1.2403201970443347, 1.2403201970443347, 1.2403201970443347, 1.2595783830773688, 1.2736902347145755, 1.2736902347145755, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3244320486815415, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.3680585337583309, 1.4070602723848158, 1.4070602723848158, 1.4070602723848158, 1.4139466821211242, 1.4139466821211242, 1.4281454650825847, 1.4281454650825847, 1.4281454650825847, 1.4281454650825847, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4564604462474646, 1.4736033033903218, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073, 1.4793175891046073]"
61,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,2,"[1.263868443929296, 1.2645827296435814, 1.2645827296435814, 1.3010113010721531, 1.3010113010721531, 1.3144639235004343, 1.3144639235004343, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.3173210663575776, 1.332412344248044, 1.3480396986380758, 1.3480396986380758, 1.3480396986380758, 1.3480396986380758, 1.3480396986380758, 1.3480396986380758, 1.3501506809620398, 1.3501506809620398, 1.370466531440162, 1.370466531440162, 1.370466531440162, 1.370466531440162, 1.3987496377861492, 1.3987496377861492, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.4425775137641264, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555, 1.446148942335555]"
62,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,3,"[1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.372261663286004, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.3736902347145754, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.4129759490002898, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.435118806143147, 1.447261663286004, 1.447261663286004, 1.447261663286004, 1.447261663286004, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4644045204288614, 1.4779759490002897, 1.4779759490002897, 1.4779759490002897, 1.4779759490002897, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.483662706461895, 1.4908330918574326]"
63,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,4,"[1.2522616632860042, 1.2728658359895682, 1.2782367429730512, 1.2782367429730512, 1.284235004346566, 1.2846059113300492, 1.3090611416980584, 1.3090611416980584, 1.3446653144016225, 1.3446653144016225, 1.3446653144016225, 1.3446653144016225, 1.3446653144016225, 1.3446653144016225, 1.3772660098522167, 1.3874079976818314, 1.3874079976818314, 1.3874079976818314, 1.4425456389452331, 1.4425456389452331, 1.4425456389452331, 1.4425456389452331, 1.4425456389452331, 1.4425456389452331, 1.4425456389452331, 1.4668313532309476, 1.4668313532309476, 1.4668313532309476, 1.4668313532309476, 1.4668313532309476, 1.4668313532309476, 1.4668313532309476, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4836902347145755, 1.4979759490002897, 1.4979759490002897, 1.4979759490002897, 1.4979759490002897, 1.4979759490002897, 1.4979759490002897, 1.509006085192698, 1.509006085192698, 1.509006085192698, 1.5208330918574324, 1.5208330918574324, 1.5208330918574324, 1.5208330918574324, 1.5208330918574324, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5318632280498408, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5354346566212693, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835, 1.5397203709069835]"
64,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,5,"[1.2779802955665025, 1.2779802955665025, 1.348319327731092, 1.3561445957693423, 1.3668907563025208, 1.3854621848739495, 1.3854621848739495, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4047478991596636, 1.4076050420168067, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.413580121703854, 1.4342944074181396, 1.4342944074181396, 1.4342944074181396, 1.4342944074181396, 1.4342944074181396, 1.4342944074181396, 1.4342944074181396, 1.4342944074181396, 1.4357229788467112, 1.4357229788467112, 1.4357229788467112, 1.4357229788467112, 1.4357229788467112, 1.4650086931324253, 1.4650086931324253, 1.4823210663575777, 1.4823210663575777, 1.4823210663575777, 1.4823210663575777, 1.4823210663575777, 1.4823210663575777, 1.4823210663575777, 1.4823210663575777, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.5001782092147204, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.513749637786149, 1.5408924949290062, 1.5408924949290062, 1.5408924949290062, 1.5408924949290062]"
65,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,6,"[1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3112909301651696, 1.3199217618081716, 1.3326919733410605, 1.3326919733410605, 1.3326919733410605, 1.3326919733410605, 1.424120544769632, 1.424120544769632, 1.424120544769632, 1.424120544769632, 1.424120544769632, 1.424120544769632, 1.424120544769632, 1.424120544769632, 1.4498348304839177, 1.4498348304839177, 1.451831353230948, 1.451831353230948, 1.451831353230948, 1.451831353230948, 1.451831353230948, 1.451831353230948, 1.4775456389452333, 1.4775456389452333, 1.4904027818023762, 1.4904027818023762, 1.506117067516662, 1.506117067516662, 1.536117067516662, 1.536117067516662, 1.536117067516662, 1.536117067516662, 1.536117067516662, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336, 1.5475456389452336]"
66,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,7,"[1.2283555491161984, 1.2283555491161984, 1.2283555491161984, 1.3107186322804985, 1.3107186322804985, 1.3107186322804985, 1.3107186322804985, 1.3371472037090697, 1.3371472037090697, 1.3371472037090697, 1.346432917994784, 1.346432917994784, 1.346432917994784, 1.346432917994784, 1.346432917994784, 1.3788322225441902, 1.3788322225441902, 1.3788322225441902, 1.3788322225441902, 1.3788322225441902, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4124036511156186, 1.4638322225441902, 1.4638322225441902, 1.4638322225441902, 1.4752607939727613, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.4888322225441901, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983, 1.5157186322804983]"
67,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,8,"[1.280557809330629, 1.280557809330629, 1.280557809330629, 1.280557809330629, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.353378730802666, 1.359290060851927, 1.359290060851927, 1.3892668791654592, 1.3892668791654592, 1.3892668791654592, 1.3892668791654592, 1.4121240220226021, 1.4121240220226021, 1.4143769921761806, 1.4337539843523617, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4341480730223122, 1.4851463343958273, 1.4851463343958273, 1.4851463343958273, 1.4851463343958273, 1.4851463343958273, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5414879745001449, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304, 1.5672022602144304]"
68,fitness_proportionate_selection,pmx_crossover,prime_slot_swap_mutation,9,"[1.1831816864676905, 1.2186351782092146, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.330352071863228, 1.3541205447696318, 1.3541205447696318, 1.3541205447696318, 1.3541205447696318, 1.3541205447696318, 1.3541205447696318, 1.3541205447696318, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.362092147203709, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.404944943494639, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4178020863517817, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4292306577803533, 1.4370878006374963, 1.457802086351782, 1.4770878006374963, 1.4770878006374963, 1.4770878006374963, 1.4770878006374963, 1.4770878006374963, 1.4770878006374963, 1.4770878006374963, 1.4770878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963, 1.5020878006374963]"
